,country_name,cases,deaths,total_recovered,new_deaths,new_cases,serious_critical,active_cases,total_cases_per_1m_population,deaths_per_1m_population,total_tests,tests_per_1m_population
387,Barbados,92.0,7.0,76.0,0.0,0.0,1.0,9.0,320.0,24.0,5038.0,17533.0
388,Comoros,87.0,2.0,24.0,0.0,0.0,0.0,61.0,100.0,2.0,0.0,0.0
389,Liechtenstein,82.0,1.0,55.0,0.0,0.0,0.0,26.0,2151.0,26.0,900.0,23611.0
390,Sint Maarten,77.0,15.0,60.0,0.0,0.0,1.0,2.0,1798.0,350.0,438.0,10227.0
391,Angola,74.0,4.0,18.0,0.0,3.0,0.0,52.0,2.0,0.1,10000.0,305.0
392,French Polynesia,60.0,0.0,60.0,0.0,0.0,0.0,0.0,214.0,0.0,4006.0,14269.0
393,Macao,45.0,0.0,45.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0
394,Burundi,42.0,1.0,20.0,0.0,0.0,0.0,21.0,4.0,0.08,284.0,24.0
395,Saint Martin,40.0,3.0,33.0,0.0,0.0,1.0,4.0,1036.0,78.0,553.0,14326.0
396,Eritrea,39.0,0.0,39.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
397,Botswana,35.0,1.0,20.0,0.0,0.0,0.0,14.0,15.0,0.4,17991.0,7666.0
398,Bhutan,31.0,0.0,6.0,0.0,3.0,0.0,25.0,40.0,0.0,15862.0,20579.0
399,Antigua and Barbuda,25.0,3.0,19.0,0.0,0.0,1.0,3.0,255.0,31.0,183.0,1870.0
400,Gambia,25.0,1.0,19.0,0.0,0.0,0.0,5.0,10.0,0.4,1730.0,718.0
401,St. Vincent Grenadines,25.0,0.0,14.0,0.0,7.0,0.0,11.0,225.0,0.0,216.0,1948.0
402,Timor-Leste,24.0,0.0,24.0,0.0,0.0,0.0,0.0,18.0,0.0,1290.0,980.0
403,Grenada,23.0,0.0,18.0,0.0,0.0,4.0,5.0,204.0,0.0,3007.0,26735.0
404,Namibia,22.0,0.0,14.0,0.0,0.0,0.0,8.0,9.0,0.0,3370.0,1329.0
405,Laos,19.0,0.0,16.0,0.0,0.0,0.0,3.0,3.0,0.0,6066.0,835.0
406,New Caledonia,19.0,0.0,18.0,0.0,1.0,0.0,1.0,67.0,0.0,6416.0,22493.0
407,Belize,18.0,2.0,16.0,0.0,0.0,0.0,0.0,45.0,5.0,1517.0,3822.0
408,Curaçao,18.0,1.0,14.0,0.0,0.0,0.0,3.0,110.0,6.0,572.0,3487.0
409,Fiji,18.0,0.0,15.0,0.0,0.0,0.0,3.0,20.0,0.0,2431.0,2714.0
410,Saint Lucia,18.0,0.0,18.0,0.0,0.0,0.0,0.0,98.0,0.0,965.0,5257.0
411,Dominica,16.0,0.0,16.0,0.0,0.0,0.0,0.0,222.0,0.0,433.0,6016.0
412,Saint Kitts and Nevis,15.0,0.0,15.0,0.0,0.0,0.0,0.0,282.0,0.0,394.0,7411.0
413,Falkland Islands,13.0,0.0,13.0,0.0,0.0,0.0,0.0,3747.0,0.0,503.0,144999.0
414,Greenland,13.0,0.0,11.0,0.0,0.0,0.0,2.0,229.0,0.0,2030.0,35764.0
415,Suriname,12.0,1.0,9.0,0.0,0.0,0.0,2.0,20.0,2.0,782.0,1334.0
416,Turks and Caicos,12.0,1.0,10.0,0.0,0.0,0.0,1.0,310.0,26.0,129.0,3336.0
417,Vatican City,12.0,0.0,2.0,0.0,0.0,0.0,10.0,14981.0,0.0,0.0,0.0
418,Montserrat,11.0,1.0,10.0,0.0,0.0,0.0,0.0,2204.0,200.0,36.0,7212.0
419,Seychelles,11.0,0.0,11.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0
420,MS Zaandam,9.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
421,Western Sahara,9.0,1.0,6.0,0.0,0.0,0.0,2.0,15.0,2.0,0.0,0.0
422,British Virgin Islands,8.0,1.0,7.0,0.0,0.0,0.0,0.0,265.0,33.0,167.0,5528.0
423,Papua New Guinea,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.9,0.0,2402.0,269.0
424,Caribbean Netherlands,6.0,0.0,6.0,0.0,0.0,0.0,0.0,229.0,0.0,424.0,16183.0
425,St. Barth,6.0,0.0,6.0,0.0,0.0,0.0,0.0,608.0,0.0,137.0,13875.0
426,Anguilla,3.0,0.0,3.0,0.0,0.0,0.0,0.0,200.0,0.0,30.0,2001.0
427,Lesotho,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9,0.0,283.0,132.0
428,Saint Pierre Miquelon,1.0,0.0,1.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0
429,China,82995.0,4634.0,78288.0,0.0,2.0,4.0,73.0,58.0,3.0,0.0,0.0
